Data set,Source,Field?,Dim,Predator subphylum/ class,Predator order,Predator,Predator scientific name,Predator type,Prey class,Prey order,Prey,Prey scientific name,Prey type,Data type,Replaced?,Hours starved,Temp (C ),Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass regression code,Prey mass (mg),Prey mass source code,Prey mass regression code,Water type,Dataset ID,R2 (mean or only),a,CI a low,CI a hi,h,CI h low,CI h hi,Num bootstraps,Notes
1550,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Perciformes,Western Atlantic sea bream,Archosargus rhomboidalis,Larva A,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,2.00E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1550,0.92,8.61E-04,6.38E-04,1.13E-03,1.74E-03,5.92E-04,2.94E-03,200,
1551,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Pleuronectiformes,Lined sole,Achirus lineatus,Larva A,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,28,אפר-20,,10000,2.00E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1551,0.95,6.94E-04,5.50E-04,8.60E-04,8.13E-04,2.27E-04,1.45E-03,200,
1552,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Clupeiformes,Bay anchovy,Anchoa mitchilli,Larva B,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,1.50E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1552,0.94,1.01E-03,8.12E-04,1.26E-03,1.34E-03,8.98E-04,2.01E-03,200,
1553,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Perciformes,Western Atlantic sea bream,Archosargus rhomboidalis,Larva B,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,1.50E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1553,0.92,5.41E-04,4.21E-04,6.69E-04,1.92E-03,4.50E-04,3.81E-03,200,
1554,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Pleuronectiformes,Lined sole,Achirus lineatus,Larva B,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,28,אפר-20,,10000,1.50E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1554,0.95,3.77E-04,3.28E-04,4.45E-04,1.05E-09,3.28E-11,7.42E-04,200,
1555,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Clupeiformes,Bay anchovy,Anchoa mitchilli,Larva C,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,1.00E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1555,0.93,5.62E-04,4.28E-04,7.09E-04,3.17E-03,2.15E-03,4.39E-03,200,
1556,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Perciformes,Western Atlantic sea bream,Archosargus rhomboidalis,Larva C,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,1.00E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1556,0.85,3.89E-04,2.81E-04,5.21E-04,5.51E-03,2.21E-03,9.44E-03,200,
1557,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Pleuronectiformes,Lined sole,Achirus lineatus,Larva C,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,28,אפר-20,,10000,1.00E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1557,0.94,2.20E-04,1.77E-04,2.78E-04,1.07E-03,7.31E-10,3.41E-03,200,
1558,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Clupeiformes,Bay anchovy,Anchoa mitchilli,Larva D,Crustacea,Copepoda,"Nauplii and copepodites, Large","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,2.00E-01,Original species mass,,3.00E-04,Original species mass,,Marine,1558,0.94,6.94E-03,5.83E-03,8.60E-03,6.08E-04,5.01E-04,7.50E-04,200,
1559,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Perciformes,Western Atlantic sea bream,Archosargus rhomboidalis,Larva D,Crustacea,Copepoda,"Nauplii and copepodites, Large","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,2.00E-01,Original species mass,,3.00E-04,Original species mass,,Marine,1559,0.66,5.69E-03,4.26E-03,8.12E-03,1.83E-03,1.50E-03,2.19E-03,200,
1560,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Pleuronectiformes,Lined sole,Achirus lineatus,Larva D,Crustacea,Copepoda,"Nauplii and copepodites, Large","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,28,אפר-20,,10000,2.00E-01,Original species mass,,3.00E-04,Original species mass,,Marine,1560,0.92,2.68E-03,2.12E-03,3.32E-03,1.27E-03,9.64E-04,1.66E-03,200,
1561,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Clupeiformes,Bay anchovy,Anchoa mitchilli,Larva E,Crustacea,Copepoda,"Nauplii and copepodites, Large","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,1.00E-01,Original species mass,,3.00E-04,Original species mass,,Marine,1561,0.94,4.11E-03,3.26E-03,4.86E-03,8.15E-04,6.37E-04,1.01E-03,200,
1562,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Perciformes,Western Atlantic sea bream,Archosargus rhomboidalis,Larva E,Crustacea,Copepoda,"Nauplii and copepodites, Large","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,1.00E-01,Original species mass,,3.00E-04,Original species mass,,Marine,1562,0.75,3.16E-03,2.27E-03,4.11E-03,2.34E-03,1.72E-03,2.98E-03,200,
1563,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Pleuronectiformes,Lined sole,Achirus lineatus,Larva E,Crustacea,Copepoda,"Nauplii and copepodites, Large","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,28,אפר-20,,10000,1.00E-01,Original species mass,,3.00E-04,Original species mass,,Marine,1563,0.93,1.76E-03,1.41E-03,2.13E-03,1.52E-03,1.17E-03,1.99E-03,200,
1564,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Clupeiformes,Bay anchovy,Anchoa mitchilli,Larva F,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,5.00E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1564,0.95,4.27E-03,3.42E-03,5.17E-03,6.15E-04,4.96E-04,7.81E-04,200,
1565,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Perciformes,Western Atlantic sea bream,Archosargus rhomboidalis,Larva F,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,5.00E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1565,0.87,2.92E-03,2.13E-03,3.86E-03,1.60E-03,1.14E-03,2.06E-03,200,
1566,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Pleuronectiformes,Lined sole,Achirus lineatus,Larva F,Crustacea,Copepoda,"Nauplii and copepodites, Large","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,28,אפר-20,,10000,5.00E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1566,0.94,8.91E-04,7.16E-04,1.08E-03,1.72E-03,1.10E-03,2.40E-03,200,
1567,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Small",Crustacea,Cladocera,Daphnia,Daphnia pulicaria,adult,Mean,N,24,11.5,1,,20000,4.20E+03,Original species mass,,6.36E-01,Original species length,Order,Fresh,1567,0.98,1.55E+01,1.55E+01,1.55E+01,1.58E-05,1.58E-05,1.58E-05,200,Control/Experience with Bythotrephes
1568,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Small",Crustacea,Cladocera,Daphnia,Daphnia pulicaria,adult,Mean,N,24,11.5,1,,20000,4.20E+03,Original species mass,,6.36E-01,Original species length,Order,Fresh,1568,0.76,1.61E+01,1.61E+01,1.61E+01,2.85E-05,2.85E-05,2.85E-05,200,5 Bythotrephes cederstroemi present/avg length 10mm/adults/prior experience with bythotrephes
1569,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Small",Crustacea,Cercopagididae,Spiny water flea,Bythotrephes cederstroemi,adult,Mean,N,24,11.5,1,,20000,4.20E+03,Original species mass,,5.18E+00,Original species length,Order,Fresh,1569,1,8.77E+00,8.76E+00,8.79E+00,1.38E-04,1.38E-04,1.39E-04,200,"20, 40, 60 Daphnia pulicaria present/prior experience with Bythotrephes"
1570,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Small",Crustacea,Cladocera,Daphnia,Daphnia pulicaria,adult,Mean,N,24,11.5,1,,20000,4.20E+03,Original species mass,,6.36E-01,Original species length,Order,Fresh,1570,0.99,1.04E+01,1.04E+01,1.04E+01,1.66E-05,1.66E-05,1.67E-05,200,10 Bythotrephes cederstroemi present/avg length 10mm/adults/prior experience with bythotrephes
1571,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Small",Crustacea,Cercopagididae,Spiny water flea,Bythotrephes cederstroemi,adult,Mean,N,24,11.5,1,,20000,4.20E+03,Original species mass,,5.18E+00,Original species length,Order,Fresh,1571,0.57,1.71E+01,1.70E+01,1.72E+01,4.98E-04,4.97E-04,4.98E-04,200,"20, 40, 60 Daphnia pulicaria present/prior experience with Bythotrephes"
1572,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Small",Crustacea,Cladocera,Daphnia,Daphnia pulicaria,adult,Mean,N,24,11.5,1,,20000,4.20E+03,Original species mass,,6.36E-01,Original species length,Order,Fresh,1572,1,1.30E+01,1.30E+01,1.31E+01,1.31E-05,1.31E-05,1.32E-05,200,15 Bythotrephes cederstroemi present/avg length 10mm/adults/prior experience with bythotrephes
1573,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Small",Crustacea,Cercopagididae,Spiny water flea,Bythotrephes cederstroemi,adult,Mean,N,24,11.5,1,,20000,4.20E+03,Original species mass,,5.18E+00,Original species length,Order,Fresh,1573,0.98,1.11E+01,1.10E+01,1.11E+01,4.42E-04,4.42E-04,4.43E-04,200,"20, 40, 60 Daphnia pulicaria present/prior experience with Bythotrephes"
1574,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Small",Crustacea,Cladocera,Daphnia,Daphnia pulicaria,adult,Mean,N,24,11.5,1,,20000,4.20E+03,Original species mass,,6.36E-01,Original species length,Order,Fresh,1574,0.87,1.91E+01,1.91E+01,1.92E+01,5.89E-05,5.88E-05,5.90E-05,200,na?ve to Bythotrephes/control
1575,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Large",Crustacea,Cladocera,Daphnia,Daphnia pulicaria,adult,Mean,N,24,11.5,1,,20000,4.80E+03,Original species mass,,6.36E-01,Original species length,Order,Fresh,1575,0.98,1.55E+01,1.55E+01,1.55E+01,5.07E-05,5.06E-05,5.07E-05,200,na?ve to Bythotrephes/control
1576,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Small",Crustacea,Cladocera,Daphnia,Daphnia pulicaria,adult,Mean,N,24,11.5,1,,20000,4.20E+03,Original species mass,,6.36E-01,Original species length,Order,Fresh,1576,0.93,6.86E+00,6.86E+00,6.87E+00,2.78E-05,2.77E-05,2.78E-05,200,"Consumption rate averaged over four densities of Bythotrephes (5, 10, 15, 20)/na?ve to Bythotrephes"
1577,Barnhisel and Kerfoot 2004 J OF GREAT LAKES RSRCH,,3,Actinopterygii,Salmoniformes,Lake trout,Salvelinus namaycush,"<1 year old, Large",Crustacea,Cladocera,Daphnia,Daphnia pulicaria,adult,Mean,N,24,11.5,1,,20000,4.80E+03,Original species mass,,6.36E-01,Original species length,Order,Fresh,1577,0.97,4.50E+00,4.50E+00,4.50E+00,1.29E-13,1.28E-13,1.30E-13,200,"Consumption rate averaged over four densities of Bythotrephes (5, 10, 15, 20)/na?ve to Bythotrephes"
1578,Ware 1972 J OF THE FISHERIES RESEARCH BOARD OF CANADA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,Wild caught,Crustacea,Amphipoda,Amphipod,Crangonyx richmondensis,adult,Raw data,N,48,10,1,,227000,3.71E+04,Original species length,Species,5.20E+00,Original species mass,,Fresh,1578,1,7.05E+00,6.89E+00,7.22E+00,2.36E-05,1.19E-05,3.54E-05,1,No substrate
1579,Ware 1972 J OF THE FISHERIES RESEARCH BOARD OF CANADA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,Wild caught,Crustacea,Amphipoda,Amphipod,Crangonyx richmondensis,adult,Raw data,N,48,10,1,,227000,3.71E+04,Original species length,Species,5.20E+00,Original species mass,,Fresh,1579,0.92,5.28E+00,4.44E+00,6.11E+00,NaN,NaN,NaN,1,6% of tank bottom covered with substrate
1580,Ware 1972 J OF THE FISHERIES RESEARCH BOARD OF CANADA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,Wild caught,Crustacea,Amphipoda,Amphipod,Crangonyx richmondensis,adult,Raw data,N,48,10,1,,227000,3.71E+04,Original species length,Species,5.20E+00,Original species mass,,Fresh,1580,0.29,7.26E+00,-1.34E+01,2.79E+01,4.97E-04,-7.04E-04,1.70E-03,1,10% of tank bottom covered with substrate
1581,Ware 1972 J OF THE FISHERIES RESEARCH BOARD OF CANADA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,Wild caught,Crustacea,Amphipoda,Amphipod,Crangonyx richmondensis,juvenile,Raw data,N,48,10,1,,227000,3.71E+04,Original species length,Species,1.00E+00,Original species mass,,Fresh,1581,0.94,3.07E+00,2.62E+00,3.52E+00,NaN,NaN,NaN,1,10% of tank bottom covered with substrate
1582,Ware 1972 J OF THE FISHERIES RESEARCH BOARD OF CANADA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,Wild caught,Crustacea,Amphipoda,Amphipod,Crangonyx richmondensis,adult,Raw data,N,48,10,1,,227000,3.71E+04,Original species length,Species,5.20E+00,Original species mass,,Fresh,1582,0.92,1.75E+00,1.43E+00,2.06E+00,NaN,NaN,NaN,1,0.4-0.7 mm diameter litter to a depth of 4mm
1583,Ware 1972 J OF THE FISHERIES RESEARCH BOARD OF CANADA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,Wild caught,Crustacea,Amphipoda,Amphipod,Hyalella azteca,adult,Raw data,N,48,10,1,,227000,3.71E+04,Original species length,Species,1.00E+00,Original species mass,,Fresh,1583,1,6.32E+00,6.18E+00,6.47E+00,NaN,NaN,NaN,1,No substrate
1584,Ware 1972 J OF THE FISHERIES RESEARCH BOARD OF CANADA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,Wild caught,Crustacea,Amphipoda,Amphipod,Hyalella azteca,adult,Raw data,N,48,10,1,,227000,3.71E+04,Original species length,Species,1.00E+00,Original species mass,,Fresh,1584,1,5.15E+00,5.00E+00,5.30E+00,NaN,NaN,NaN,1,6% of tank bottom covered with substrate
1585,Ware 1972 J OF THE FISHERIES RESEARCH BOARD OF CANADA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,Wild caught,Crustacea,Amphipoda,Amphipod,Hyalella azteca,adult,Raw data,N,48,10,1,,227000,3.71E+04,Original species length,Species,1.00E+00,Original species mass,,Fresh,1585,0.95,4.03E+00,3.46E+00,4.60E+00,NaN,NaN,NaN,1,10% of tank bottom covered with substrate
1586,Ware 1972 J OF THE FISHERIES RESEARCH BOARD OF CANADA,,3,Actinopterygii,Salmoniformes,Rainbow trout,Oncorhynchus mykiss,Wild caught,Crustacea,Amphipoda,Amphipod,Hyalella azteca,adult,Raw data,N,48,10,1,,227000,3.71E+04,Original species length,Species,1.00E+00,Original species mass,,Fresh,1586,0.79,8.50E-01,5.63E-01,1.14E+00,NaN,NaN,NaN,1,0.4-0.7 mm diameter litter to a depth of 4mm
1604,Letcher et al 1997 CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,3,Actinopterygii,Perciformes,European perch,Perca fluviatilis,18 days old,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,,Mean,Y,,22,10,,9000,1.05E+01,Original species length,Species,,,,Fresh,1604,0.73,6.78E-03,5.31E-03,8.29E-03,1.88E-03,1.69E-03,2.07E-03,200,
1605,Letcher et al 1997 CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,3,Actinopterygii,Salmoniformes,Bloater,Coregonus hoyi,3 days old,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,,Mean,Y,,22,10,,9000,1.45E+01,Original species length,Species,,,,Fresh,1605,0.55,2.87E-03,1.92E-03,5.09E-03,8.02E-04,5.40E-04,1.12E-03,200,
1606,Letcher et al 1997 CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,3,Actinopterygii,Clupeiformes,Alewife,Alosa pseudoharengus,13 days old,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,,Mean,Y,,22,10,,9000,1.42E+01,Original species length,Species,,,,Fresh,1606,0.57,2.77E-03,2.16E-03,3.85E-03,1.10E-03,8.20E-04,1.51E-03,200,
1607,Letcher et al 1997 CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,3,Actinopterygii,Perciformes,European perch,Perca fluviatilis,41 days old,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,,Mean,Y,,22,5,,9000,7.23E+01,Original species length,Species,,,,Fresh,1607,0.71,2.58E-02,2.20E-02,2.96E-02,3.85E-04,3.48E-04,4.21E-04,200,
1608,Letcher et al 1997 CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,3,Actinopterygii,Salmoniformes,Bloater,Coregonus hoyi,28 days old,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,,Mean,Y,,22,5,,9000,1.02E+02,Original species length,Species,,,,Fresh,1608,0.66,2.08E-02,1.73E-02,2.65E-02,6.22E-04,5.77E-04,6.76E-04,200,
1609,Letcher et al 1997 CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,3,Actinopterygii,Clupeiformes,Alewife,Alosa pseudoharengus,28 days old,Branchiopoda,Artemiidae,Brine shrimp,Artemia spp.,,Mean,Y,,22,5,,9000,1.00E+02,Original species length,Species,,,,Fresh,1609,0.68,1.78E-02,1.40E-02,2.67E-02,8.52E-04,7.80E-04,9.43E-04,200,
1610,Czesny et al 2001 CANADIAN JOURNAL OF ZOOLOGY,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year,Actinopterygii,Cyprinidae,Carp,Cyprinus carpio,Larva,Mean,N,12,,1,,30000,1.42E+02,Original species length,Species,1.89E+00,Original speices mass,,Fresh,1610,0.44,6.94E+00,5.14E+00,9.71E+00,4.67E-04,4.23E-04,5.16E-04,200,
1611,Czesny et al 2001 CANADIAN JOURNAL OF ZOOLOGY,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year,Actinopterygii,Cyprinidae,Carp,Cyprinus carpio,Larva,Mean,N,12,,1,,30000,1.42E+02,Original species length,Species,1.89E+00,Original speices mass,,Fresh,1611,0.62,1.71E+00,9.10E-01,3.55E+00,6.10E-04,3.66E-04,8.20E-04,200,Daphnia pulex present at a density of 30 individuals per Liter (900 individuals per tank)
1612,Munk and Ki?rboe 1985 MARINE ECOLOGY PROGRESS SERIES,,3,Actinopterygii,Clupeiformes,Atlantic herring,Clupea harengus,"Juvenile, Small",Maxillopoda,Acartiidae,Marine copepod,Acartia tonsa,6 days old/Stage 3-5,Mean,Y,,8.3,"9 pred per tank at 7.5 and 15 prey per liter, 12 pred per tank at 30 and 60 prey per liter, 21 pred per tank at 120 and 360 prey per liter",,172000,8.61E+00,Original species length,Species,1.70E-04,Original speices mass,,Marine,1612,0.05,3.27E-01,2.40E-01,5.02E-01,7.72E-04,7.02E-04,8.49E-04,200,
1613,Munk and Ki?rboe 1985 MARINE ECOLOGY PROGRESS SERIES,,3,Actinopterygii,Clupeiformes,Atlantic herring,Clupea harengus,"Juvenile, Medium",Maxillopoda,Acartiidae,Marine copepod,Acartia tonsa,6 days old/Stage 3-5,Mean,Y,,8.3,"9 pred per tank at 7.5 and 15 prey per liter, 12 pred per tank at 30 and 60 prey per liter, 21 pred per tank at 120 and 360 prey per liter",,172000,1.01E+01,Original species length,Species,1.70E-04,Original speices mass,,Marine,1613,0.11,3.14E-01,2.50E-01,4.02E-01,6.66E-04,6.18E-04,7.12E-04,200,
1614,Munk and Ki?rboe 1985 MARINE ECOLOGY PROGRESS SERIES,,3,Actinopterygii,Clupeiformes,Atlantic herring,Clupea harengus,"Juvenile, Large",Maxillopoda,Acartiidae,Marine copepod,Acartia tonsa,6 days old/Stage 3-5,Mean,Y,,8.3,9,,172000,1.21E+01,Original species length,Species,1.70E-04,Original speices mass,,Marine,1614,0.05,2.81E-01,1.57E-01,1.47E+01,1.34E-03,9.81E-04,1.82E-03,200,
1615,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Spiny Chromis,Acanthochromis polyacanthus,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,1.91E+04,Original species mass,,,,,Marine,1615,0.24,1.21E-01,8.41E-02,2.75E-01,2.10E-04,3.55E-10,7.72E-04,200,
1616,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Scissortail sergeant,Abudefduf sexfasciatus,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,3.56E+04,Original species mass,,,,,Marine,1616,0.23,2.52E-01,1.67E-01,4.78E-01,5.18E-04,1.88E-04,9.69E-04,200,
1617,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Black-axil Chromis,Chromis atripectoralis,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,5.63E+03,Original species mass,,,,,Marine,1617,0.25,1.87E-01,7.85E-02,9.20E-01,1.62E-03,4.23E-04,2.79E-03,200,
1618,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Blue Green Damselfish,Chromis viridis,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,4.54E+03,Original species mass,,,,,Marine,1618,0.16,5.99E-01,3.22E-01,2.45E+00,2.49E-03,1.98E-03,3.19E-03,200,
1619,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Rolland's demoiselle,Chrysiptera rollandi,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,1.18E+03,Original species mass,,,,,Marine,1619,0.31,4.01E-01,2.41E-01,7.77E-01,5.06E-04,3.07E-04,7.29E-04,200,
1620,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Whitetail dascyllus,Dascyllus aruanus,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,3.55E+03,Original species mass,,,,,Marine,1620,0.55,3.73E-01,2.99E-01,4.55E-01,1.83E-04,1.29E-04,2.47E-04,200,
1621,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Reticulate dascyllus,Dascyllus reticulatus,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,4.79E+03,Original species mass,,,,,Marine,1621,0.5,3.56E-01,2.35E-01,5.59E-01,4.59E-04,2.44E-04,6.82E-04,200,
1622,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Yellowtail Demoiselle,Neopomacentrus azysron,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,3.81E+03,Original species mass,,,,,Marine,1622,0.19,3.37E-01,9.00E-02,4.95E+00,1.32E-03,4.69E-10,2.18E-03,200,
1623,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Lemon Damsel,Pomacentrus moluccensis,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,3.65E+03,Original species mass,,,,,Marine,1623,0.4,4.48E-01,2.78E-01,1.04E+00,5.49E-04,2.83E-04,8.45E-04,200,
1624,Cowan et al 2016 CORAL REEFS,,3,Actinopterygii,Perciformes,Staghorn Damselfish,Amblyglyphidodon curacao,Wild caught,Asteroidea,Acanthasteridae,Crown of Thorns Starfish,Acanthaster spp.,Bipinnaria Stage larvae,Mean,N,24,27.1,1,,10000,1.88E+04,Original species mass,,,,,Marine,1624,0.41,3.62E-01,2.40E-01,5.98E-01,3.74E-04,1.83E-04,5.44E-04,200,
