Data set,Source,Field?,Dim,Predator subphylum/ class,Predator order,Predator,Predator scientific name,Predator type,Prey class,Prey order,Prey,Prey scientific name,Prey type,Data type,Replaced?,Hours starved,Temp (C ),Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass regression code,Prey mass (mg),Prey mass source code,Prey mass regression code,Water type,Dataset ID,R2 (mean or only),a,CI a low,CI a hi,h,CI h low,CI h hi,Num bootstraps,Notes
1329,Alexander et al 2014 BIOL LETT,,3,Actinopterygii,Perciformes,Largemouth black bass,Micropterus salmoides,Adult,Amphibia,Hyperoliidae,Painted  reed frog,Hyperolius marmoratus,tadpole,Mean,N,48,18.05,1,,300000,7.84E+03,Original species length,Species,,,,Fresh,1329,0.53,6.27E-01,3.13E-01,2.26E+00,3.85E-02,3.06E-02,5.73E-02,200,
1330,Alexander et al 2014 BIOL LETT,,3,Actinopterygii,Siluriformes,North African catfish,Clarias gariepinus,Adult,Amphibia,Hyperoliidae,Marbled reed frog,Hyperolius marmoratus,tadpole,Mean,N,48,18.05,1,,300000,4.32E+03,Original species length,Species,,,,Fresh,1330,0.64,2.89E-01,1.41E-01,9.85E-01,4.87E-02,2.35E-02,7.75E-02,200,
1331,Alexander et al 2014 BIOL LETT,,3,Actinopterygii,Perciformes,Cape kurper,Sandelia capensis,Adult,Amphibia,Hyperoliidae,Marbled reed frog,Hyperolius marmoratus,tadpole,Mean,N,48,18.05,1,,300000,1.08E+04,Original species length,Family,,,,Fresh,1331,0.5,5.65E-01,2.07E-01,1.11E+00,8.57E-02,5.13E-02,1.24E-01,200,
1332,Alexander et al 2014 BIOL LETT,,3,Actinopterygii,Perciformes,River goby,Glossogobius callidus,Adult,Amphibia,Hyperoliidae,Marbled reed frog,Hyperolius marmoratus,tadpole,Mean,N,48,18.05,1,,300000,3.54E+03,Original species length,Species,,,,Fresh,1332,0.32,4.43E-01,1.55E-01,1.47E+00,1.14E-01,6.08E-02,1.88E-01,200,
1333,Townsend and Risebrow 1982 OEC,,3,Actinopterygii,Cypriniformes,Freshwater bream,Abramis brama,Underyearling,Crustacea,Cladocera,Daphnia,Daphnia magna,,Mean,N,24,25,1,,1800,,,,9.90E-01,Average species mass,,Fresh,1333,0.87,1.18E-01,1.02E-01,1.40E-01,2.73E-04,1.93E-04,3.48E-04,200,Light = 1.25 Lux
1334,Koski and Johnson 2002,,3,Actinopterygii,Salmoniformes,Sockeye salmon,Oncorhynchus nerka,"Fingerling, 2m old",Crustacea,Cladocera,Daphnia,Daphnia spp.,,Raw data,Y,19.7,19,1,,35000,3.00E+03,Original species mass,,4.39E-01,Average genus mass,,Fresh,1334,0.59,5.86E+00,4.71E+00,7.01E+00,4.55E-06,2.91E-06,6.18E-06,1,30 Lux
1335,Moss et al 2007 J FISH BIOL,,3,Actinopterygii,Salmoniformes,Pink salmon,Oncorhynchus gorbuscha,Fry (Juvenile),Crustacea,Harpacticoida,Copepod,Tisbe spp.,,Raw data,Y,48,11.25,1,,8000,6.22E+02,Original species length,Genus,,,,Marine,1335,0.72,1.69E-01,-1.55E-02,3.53E-01,2.47E-04,1.48E-04,3.47E-04,1,160
1336,Moss et al 2007 J FISH BIOL,,3,Actinopterygii,Salmoniformes,Pink salmon,Oncorhynchus gorbuscha,Juvenile,Crustacea,Harpacticoida,Copepod,Tisbe spp.,,Raw data,Y,48,11,5,,50000,1.19E+04,Original species length,Genus,,,,Marine,1336,0.03,7.39E-02,-3.21E-01,4.68E-01,1.60E-03,4.87E-05,3.15E-03,1,90
1337,Moss et al 2007 J FISH BIOL,,3,Actinopterygii,Salmoniformes,Chum salmon,Oncorhynchus keta,Juvenile,Crustacea,Harpacticoida,Copepod,Tisbe spp.,,Raw data,Y,48,11,5,,50000,1.29E+04,Original species length,Genus,,,,Marine,1337,0,3.71E+00,-3.52E+01,4.26E+01,5.90E-04,1.28E-04,1.05E-03,1,90
1338,Moss et al 2007 J FISH BIOL,,3,Actinopterygii,Salmoniformes,Pink salmon,Oncorhynchus gorbuscha,Juvenile,Crustacea,Mysidae,Mysid shrimp,(Americamysis bahia) Mysidopsis bahia,,Raw data,Y,48,11,5,,50000,1.19E+04,Original species length,Genus,1.00E+00,Alternate species length,Zooplankton,Marine,1338,0.72,1.22E+00,-2.42E+00,4.86E+00,5.64E-05,8.58E-06,1.04E-04,1,90
1339,Moss et al 2007 J FISH BIOL,,3,Actinopterygii,Salmoniformes,Chum salmon,Oncorhynchus keta,Juvenile,Crustacea,Mysidae,Mysid shrimp,(Americamysis bahia) Mysidopsis bahia,,Raw data,Y,48,11,5,,50000,1.29E+04,Original species length,Genus,1.00E+00,Alternate species length,Zooplankton,Marine,1339,0.48,2.03E+00,-2.73E-01,4.34E+00,5.98E-05,4.07E-05,7.89E-05,1,90
1340,Soluk 1993 ECOLOGY,,2,Actinopterygii,Scorpaeniformes,Mottled sculpin,Cottus bairdi,Wild caught,Insecta,Baetidae,Mayfly,Baetis tricaudatus,Larva,Mean,N,24,,1,1900,,9.30E+03,Original species length,Family,4.96E+00,Alternate species length,Order,Fresh,1340,0.56,1.49E-01,9.49E-02,2.66E-01,2.54E-03,7.90E-11,7.60E-03,200,
1341,Soluk 1993 ECOLOGY,,2,Actinopterygii,Scorpaeniformes,Mottled sculpin,Cottus bairdi,Wild caught,Insecta,Ephemerellidae,Mayfly,Ephemerella subvaria,Larva,Mean,N,24,,1,1900,,9.30E+03,Original species length,Family,6.66E+00,Alternate species length,Order,Fresh,1341,0.32,4.77E-02,2.51E-02,1.17E-01,2.41E-02,4.34E-08,5.16E-02,200,
1342,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Clupeiformes,Alewife,Alosa pseudoharengus,10d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,1.20E+01,Alternate species length,Species,,,,Fresh,1342,0.92,2.55E-03,2.35E-03,2.74E-03,6.58E-04,5.89E-04,7.28E-04,200,
1343,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,American yellow perch,Perca flavescens,6d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,1.41E+01,Alternate species length,Species,,,,Fresh,1343,0.75,3.10E-03,2.66E-03,3.74E-03,6.16E-04,5.39E-04,6.98E-04,200,
1344,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Salmoniformes,Bloater,Coregonus hoyi,8d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,1.29E+01,Alternate species length,Species,,,,Fresh,1344,0.59,1.34E-02,1.17E-02,1.53E-02,1.32E-03,1.26E-03,1.38E-03,200,
1348,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Clupeiformes,Alewife,Alosa pseudoharengus,36d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,8.83E+01,Alternate species length,Species,,,,Fresh,1348,0.24,2.21E-01,8.13E-02,5.78E-01,3.81E-05,2.08E-05,4.99E-05,200,
1349,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,American yellow perch,Perca flavescens,34d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,1.14E+02,Alternate species length,Species,,,,Fresh,1349,0.36,1.59E-01,9.63E-02,2.53E-01,6.91E-05,5.23E-05,9.15E-05,200,
1350,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Salmoniformes,Bloater,Coregonus hoyi,37d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,1.04E+02,Alternate species length,Species,,,,Fresh,1350,0.16,1.78E+00,1.23E+00,2.83E+00,3.78E-05,3.49E-05,4.08E-05,200,
1351,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Clupeiformes,Alewife,Alosa pseudoharengus,37d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,2.84E+02,Alternate species length,Species,,,,Fresh,1351,0.44,4.42E-01,2.19E-01,7.38E-01,1.38E-05,9.71E-06,1.88E-05,200,
1352,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,American yellow perch,Perca flavescens,65d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,3.89E+02,Alternate species length,Species,,,,Fresh,1352,0.47,1.93E-01,1.15E-01,3.09E-01,1.86E-05,1.11E-05,2.34E-05,200,
1353,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Salmoniformes,Bloater,Coregonus hoyi,67d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,3.52E+02,Alternate species length,Species,,,,Fresh,1353,0.85,1.24E+00,1.05E+00,1.49E+00,1.54E-05,1.38E-05,1.71E-05,200,
1354,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Clupeiformes,Alewife,Alosa pseudoharengus,45d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,6.50E+02,Alternate species length,Species,,,,Fresh,1354,0.46,5.63E+00,8.80E-01,7.22E+00,1.02E-05,6.97E-06,1.32E-05,200,
1355,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,American yellow perch,Perca flavescens,94d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,9.28E+02,Alternate species length,Species,,,,Fresh,1355,0.39,1.51E+00,9.35E-01,2.33E+00,7.03E-06,5.28E-06,8.98E-06,200,
1356,Miller et al 1992 CAN J FISH AQUAT SCI,,3,Actinopterygii,Salmoniformes,Bloater,Coregonus hoyi,96d old larvae,Crustacea,Artemiidae,Brine shrimp,Artemia spp.,,Mean,N,24,15,10,,20000,8.37E+02,Alternate species length,Species,,,,Fresh,1356,0.76,1.04E+01,9.31E+00,1.17E+01,6.42E-06,6.17E-06,6.78E-06,200,
1375,Gustafsson et al 2010 ECOL FRE FISH,,2,Actinopterygii,Salmoniformes,Brown trout,Salmo trutta,Adult A,Insecta,Diptera,House fly,Musca domestica,Adult (dead),Mean,N,24,10,1,5000,125000,5.09E+03,Original species length,Species,8.69E+00,Alternate species length,Order,Fresh,1375,0.38,1.85E+03,1.10E+03,4.54E+03,6.69E-05,5.69E-05,7.99E-05,200,
1376,Gustafsson et al 2010 ECOL FRE FISH,,2,Actinopterygii,Salmoniformes,Brown trout,Salmo trutta,Adult B,Insecta,Diptera,House fly,Musca domestica,Adult (dead),Mean,N,24,10,1,5000,125000,1.79E+04,Original species length,Species,8.69E+00,Alternate species length,Order,Fresh,1376,0.55,2.53E+03,1.72E+03,4.05E+03,2.16E-05,1.62E-05,2.91E-05,200,
1377,Gustafsson et al 2010 ECOL FRE FISH,,2,Actinopterygii,Salmoniformes,Brown trout,Salmo trutta,Adult C,Insecta,Diptera,House fly,Musca domestica,Adult (dead),Mean,N,24,10,1,5000,125000,5.90E+04,Original species length,Species,8.69E+00,Alternate species length,Order,Fresh,1377,0.46,2.77E+03,1.58E+03,5.64E+03,1.58E-05,1.01E-05,2.25E-05,200,
1378,Gustafsson et al 2010 ECOL FRE FISH,,2,Actinopterygii,Salmoniformes,Brown trout,Salmo trutta,Adult A,Crustacea,Gammaridae,,Gammarus spp.,dead,Mean,N,24,10,1,5000,125000,5.09E+03,Original species length,Species,3.10E+00,Original species mass,,Fresh,1378,0.23,3.03E+03,1.54E+03,5.59E+03,5.82E-05,4.74E-05,7.16E-05,200,
1379,Gustafsson et al 2010 ECOL FRE FISH,,2,Actinopterygii,Salmoniformes,Brown trout,Salmo trutta,Adult B,Crustacea,Gammaridae,,Gammarus spp.,dead,Mean,N,24,10,1,5000,125000,1.79E+04,Original species length,Species,3.10E+00,Original species mass,,Fresh,1379,0.4,5.47E+03,3.81E+03,8.88E+03,2.66E-05,2.28E-05,3.06E-05,200,
1380,Gustafsson et al 2010 ECOL FRE FISH,,2,Actinopterygii,Salmoniformes,Brown trout,Salmo trutta,Adult C,Crustacea,Gammaridae,,Gammarus spp.,dead,Mean,N,24,10,1,5000,125000,5.90E+04,Original species length,Species,3.10E+00,Original species mass,,Fresh,1380,0.93,3.08E+03,3.08E+03,3.08E+03,1.56E-05,1.56E-05,1.56E-05,200,
1381,O'Brien et al 2001 J CAN FISH AQUAT RES,,3,Actinopterygii,Salmoniformes,Arctic grayling,Thymallus arcticus,Adult,Crustacea,Cladocera,Daphnia,Daphnia middendorffiana,,Mean,Y,,12,1,,500000,5.17E+05,Original species length,Species,1.48E+00,Original species length,Order,Fresh,1381,0.73,4.32E+02,2.07E+02,8.46E+02,1.47E-05,1.20E-05,1.73E-05,200,
1382,O'Brien et al 2001 J CAN FISH AQUAT RES,,3,Actinopterygii,Salmoniformes,Arctic grayling,Thymallus arcticus,Adult,Crustacea,Cladocera,Daphnia,Daphnia middendorffiana,,Mean,Y,,12,1,,500000,5.17E+05,Original species length,Species,1.48E+00,Original species length,Order,Fresh,1382,0.72,5.54E+02,2.96E+02,9.30E+02,1.45E-05,1.14E-05,1.75E-05,200,
1383,O'Brien et al 2001 J CAN FISH AQUAT RES,,3,Actinopterygii,Salmoniformes,Arctic grayling,Thymallus arcticus,Adult,Crustacea,Cladocera,Daphnia,Daphnia middendorffiana,,Mean,Y,,12,1,,500000,5.17E+05,Original species length,Species,1.48E+00,Original species length,Order,Fresh,1383,0.79,5.15E+02,1.84E+02,1.29E+03,1.72E-05,8.59E-06,3.14E-05,200,
1384,Buckel and Stoner 2000 J EXP MAR BIO ECOL,,3,Actinopterygii,Perciformes,Bluefish,Pomatomus saltatrix,Young of the year A,Actinopterygii,Atherinopsidae,Atlantic silverside,Menidia menidia,Juvenile A,Mean,N,12,20.5,1,,2492853.771,6.52E+03,Original species length,Species,1.74E+02,Original species length,Species,Marine,1384,0.77,3.45E+01,2.83E+01,4.20E+01,1.02E-02,7.65E-03,1.32E-02,200,
1385,Buckel and Stoner 2000 J EXP MAR BIO ECOL,,3,Actinopterygii,Perciformes,Bluefish,Pomatomus saltatrix,Young of the year B,Actinopterygii,Moronidae,Striped bass,Morone saxatilis,Juvenile A,Mean,N,12,20.5,1,,2492853.771,7.70E+03,Original species length,Species,1.74E+02,Original species length,Species,Marine,1385,0.66,3.13E+01,2.24E+01,4.59E+01,6.42E-03,2.90E-03,1.03E-02,200,
1386,Buckel and Stoner 2000 J EXP MAR BIO ECOL,,3,Actinopterygii,Perciformes,Bluefish,Pomatomus saltatrix,Young of the year C,Actinopterygii,Atherinopsidae,Atlantic silverside,Menidia menidia,Juvenile B,Mean,N,24,20.5,1,,2492853.771,4.60E+04,Original species length,Species,1.20E+03,Original species length,Species,Marine,1386,0.63,1.75E+01,1.11E+01,2.90E+01,6.36E-03,2.58E-09,1.25E-02,200,
1387,Buckel and Stoner 2000 J EXP MAR BIO ECOL,,3,Actinopterygii,Perciformes,Bluefish,Pomatomus saltatrix,Young of the year D,Actinopterygii,Moronidae,Striped bass,Morone saxatilis,Juvenile B,Mean,N,24,20.5,1,,2492853.771,4.46E+04,Original species length,Species,1.50E+03,Original species length,Species,Marine,1387,0.11,3.80E+01,2.13E+01,1.70E+02,1.96E-02,1.45E-02,2.49E-02,200,
1388,Anderson 2001 ECOLOGY,,3,Actinopterygii,Perciformes,Kelp bass,Paralabrax clathratus,,Actinopterygii,Embiotocidae,Kelp perch,Brachyistius frenatus,Juvenile,Raw data,N,,,2,,5000000,9.36E+04,Original species length,Species,2.75E+03,Original species length,Family,Marine,1388,0.29,2.34E+00,4.33E-02,4.63E+00,1.17E-01,5.46E-02,1.79E-01,1,No kelp
1389,Anderson 2001 ECOLOGY,,3,Actinopterygii,Perciformes,Kelp bass,Paralabrax clathratus,,Actinopterygii,Embiotocidae,Kelp perch,Brachyistius frenatus,Juvenile,Raw data,N,,,2,,5000000,9.36E+04,Original species length,Species,2.75E+03,Original species length,Family,Marine,1389,0.15,2.31E+00,-5.54E-01,5.17E+00,2.19E-01,1.24E-01,3.15E-01,1,5.8-6.4kg of kelp
1390,Anderson 2001 ECOLOGY,,3,Actinopterygii,Perciformes,Kelp bass,Paralabrax clathratus,,Actinopterygii,Embiotocidae,Kelp perch,Brachyistius frenatus,Juvenile,Raw data,N,,,2,,5000000,9.36E+04,Original species length,Species,2.75E+03,Original species length,Family,Marine,1390,0.43,5.22E-01,1.42E-01,9.02E-01,1.57E-03,-1.32E-01,1.35E-01,1,9.9-13.2kg of kelp
1391,Anderson 2001 ECOLOGY,,3,Actinopterygii,Perciformes,Kelp bass,Paralabrax clathratus,,Actinopterygii,Embiotocidae,Kelp perch,Brachyistius frenatus,Juvenile,Raw data,N,,,2,,5000000,9.36E+04,Original species length,Species,2.75E+03,Original species length,Family,Marine,1391,0.45,5.22E-01,1.52E-01,8.92E-01,8.76E-02,-5.51E-02,2.30E-01,1,21.9-26.1kg of kelp
1392,Persson 1986 J ANIM ECOL,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,,Insecta,Diptera,Phantom midge,Chaoborus obscuripe,,Mean,N,,12,5,,200000,1.09E+04,Original species mass,,8.69E+00,Alternate species length,Order,Fresh,1392,0.67,2.67E+04,1.92E+04,3.64E+04,1.66E-05,1.39E-05,2.01E-05,200,
1393,Persson 1986 J ANIM ECOL,,3,Actinopterygii,Perciformes,European perch,Perca fluviatilis,,Insecta,Diptera,Phantom midge,Chaoborus obscuripe,,Mean,N,,12,2,,200000,2.91E+04,Original species mass,,8.69E+00,Alternate species length,Order,Fresh,1393,0.62,5.78E+04,4.22E+04,8.13E+04,1.46E-05,1.32E-05,1.62E-05,200,
1394,Persson 1986 J ANIM ECOL,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,,Insecta,Diptera,Phantom midge,Chaoborus obscuripe,,Mean,N,,15,5,,200000,1.09E+04,Original species mass,,8.69E+00,Alternate species length,Order,Fresh,1394,0.63,8.62E+04,6.28E+04,1.27E+05,1.66E-05,1.53E-05,1.84E-05,200,
1395,Persson 1986 J ANIM ECOL,,3,Actinopterygii,Perciformes,European perch,Perca fluviatilis,,Insecta,Diptera,Phantom midge,Chaoborus obscuripe,,Mean,N,,15,2,,200000,2.91E+04,Original species mass,,8.69E+00,Alternate species length,Order,Fresh,1395,0.66,1.06E+05,7.85E+04,1.39E+05,1.06E-05,9.32E-06,1.18E-05,200,
1396,Persson 1986 J ANIM ECOL,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,,Insecta,Diptera,Phantom midge,Chaoborus obscuripe,,Mean,N,,18,5,,200000,1.09E+04,Original species mass,,8.69E+00,Alternate species length,Order,Fresh,1396,0.54,5.69E+04,3.55E+04,8.96E+04,8.41E-06,6.77E-06,1.02E-05,200,
1397,Persson 1986 J ANIM ECOL,,3,Actinopterygii,Perciformes,European perch,Perca fluviatilis,,Insecta,Diptera,Phantom midge,Chaoborus obscuripe,,Mean,N,,18,2,,200000,2.91E+04,Original species mass,,8.69E+00,Alternate species length,Order,Fresh,1397,0.6,1.05E+05,7.16E+04,1.65E+05,1.10E-05,9.82E-06,1.23E-05,200,
1398,Persson 1986 J ANIM ECOL,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,,Insecta,Diptera,Phantom midge,Chaoborus obscuripe,,Mean,N,,21,5,,200000,1.09E+04,Original species mass,,8.69E+00,Alternate species length,Order,Fresh,1398,0.71,1.60E+05,1.20E+05,2.14E+05,7.63E-06,7.09E-06,8.22E-06,200,
1399,Persson 1986 J ANIM ECOL,,3,Actinopterygii,Perciformes,European perch,Perca fluviatilis,,Insecta,Diptera,Phantom midge,Chaoborus obscuripe,,Mean,N,,21,2,,200000,2.91E+04,Original species mass,,8.69E+00,Alternate species length,Order,Fresh,1399,0.56,1.92E+05,1.29E+05,3.05E+05,9.10E-06,8.24E-06,9.92E-06,200,
1400,Harborne 2012 CORAL REEFS,,3,Actinopterygii,Perciformes,Graysby,Cephalopholis cruentata,Wild caught,Actinopterygii,Perciformes,Rainbow wrasse,Halichoeres pictus,Wild caught,Raw data,N,48,25.8,1,,750000,9.97E+04,Original species mass,,1.35E+02,Original species length,Genus,Marine,1400,0.04,1.64E+00,-3.58E+00,6.86E+00,1.84E-01,6.57E-02,3.03E-01,1,Winter
1401,Harborne 2012 CORAL REEFS,,3,Actinopterygii,Perciformes,Graysby,Cephalopholis cruentata,Wild caught,Actinopterygii,Perciformes,Rainbow wrasse,Halichoeres pictus,Wild caught,Raw data,N,48,28.8,1,,750000,9.97E+04,Original species mass,,1.35E+02,Original species length,Genus,Marine,1401,0.26,6.66E-01,-8.63E-02,1.42E+00,4.91E-02,-1.58E-02,1.14E-01,1,Summer
1402,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year A,Crustacea,Cladocera,Zooplankton,Daphnia spp.,,Mean,N,24,21,1,,72000,7.12E+01,Original species length,Species,3.76E-01,Original genus length,Order,Fresh,1402,0.2,1.84E+00,4.65E-01,6.50E+00,4.45E-04,3.09E-04,5.98E-04,200,
1404,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year A,Actinopterygii,Cyprinidae,Common carp,Cyprinus carpio,Larva A,Mean,N,24,21,1,,72000,7.12E+01,Original species length,Species,4.78E+00,Original species length,Species,Fresh,1404,0.27,1.04E+01,4.55E+00,3.94E+01,4.52E-03,2.34E-03,7.29E-03,200,
1405,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year B,Crustacea,Cladocera,Zooplankton,Daphnia spp.,,Mean,N,24,21,1,,72000,2.50E+02,Original species length,Species,3.76E-01,Original genus length,Order,Fresh,1405,0.09,6.33E+00,2.38E+00,1.72E+01,3.50E-04,2.98E-04,4.05E-04,200,
1406,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,2,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year B,Insecta,Diptera,Benthos,Chironomidae,Larva,Mean,N,24,21,1,,72000,2.50E+02,Original species length,Species,3.09E+00,Original family length,Family,Fresh,1406,0.02,8.22E+01,2.08E+01,2.43E+02,2.19E-03,1.73E-03,2.87E-03,200,
1407,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year B,Actinopterygii,Cyprinidae,Common carp,Cyprinus carpio,Larva B,Mean,N,24,21,1,,72000,2.50E+02,Original species length,Species,1.54E+01,Original species length,Species,Fresh,1407,0.37,3.57E+00,2.45E+00,1.45E+01,5.24E-04,5.92E-11,4.89E-03,200,
1408,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year C,Crustacea,Cladocera,Zooplankton,Daphnia spp.,,Mean,N,24,21,1,,72000,6.10E+02,Original species length,Species,3.76E-01,Original genus length,Order,Fresh,1408,0.17,5.01E+00,1.26E-01,1.83E+01,1.76E-04,2.77E-05,2.57E-04,200,
1409,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,2,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year C,Insecta,Diptera,Benthos,Chironomidae,Larva,Mean,N,24,21,1,,72000,6.10E+02,Original species length,Species,3.09E+00,Original family length,Family,Fresh,1409,0.16,5.00E+01,2.58E+01,1.13E+02,1.17E-03,9.05E-04,1.50E-03,200,
1410,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year C,Actinopterygii,Centrarchidae,Bluegill,Lepomis macrochirus,Larva A,Mean,N,24,21,1,,72000,6.10E+02,Original species length,Species,2.13E+01,Original species length,Species,Fresh,1410,0.3,5.49E+00,2.93E+00,5.75E+01,1.49E-03,5.84E-11,5.04E-03,200,
1411,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year D,Crustacea,Cladocera,Zooplankton,Daphnia spp.,,Mean,N,24,21,1,,72000,1.22E+03,Original species length,Species,3.76E-01,Original genus length,Order,Fresh,1411,0.21,9.39E+00,5.17E+00,2.81E+01,1.56E-04,1.32E-04,1.83E-04,200,
1412,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,2,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year D,Insecta,Diptera,Benthos,Chironomidae,Larva,Mean,N,24,21,1,,72000,1.22E+03,Original species length,Species,3.09E+00,Original family length,Family,Fresh,1412,0.63,3.24E+01,1.96E+01,5.83E+01,4.72E-04,3.73E-04,5.89E-04,200,
1413,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year D,Actinopterygii,Centrarchidae,Bluegill,Lepomis macrochirus,Larva B,Mean,N,24,21,1,,72000,1.22E+03,Original species length,Species,4.31E+01,Original species length,Species,Fresh,1413,0.04,4.52E+01,1.59E+01,3.63E+02,6.83E-03,5.62E-03,8.35E-03,200,
1414,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year E,Crustacea,Cladocera,Zooplankton,Daphnia spp.,,Mean,N,24,21,1,,72000,2.14E+03,Original species length,Species,3.76E-01,Original genus length,Order,Fresh,1414,0.49,2.95E+00,1.21E+00,9.47E+00,1.09E-04,8.36E-05,1.43E-04,200,
1415,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,2,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year E,Insecta,Diptera,Benthos,Chironomidae,Larva,Mean,N,24,21,1,,72000,2.14E+03,Original species length,Species,3.09E+00,Original family length,Family,Fresh,1415,0.59,3.79E+01,2.17E+01,9.86E+01,3.24E-04,2.55E-04,4.13E-04,200,
1416,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year E,Actinopterygii,Centrarchidae,Bluegill,Lepomis macrochirus,Larva C,Mean,N,24,21,1,,72000,2.14E+03,Original species length,Species,7.65E+01,Original species length,Species,Fresh,1416,0.25,8.97E+00,3.91E+00,3.38E+01,4.71E-03,2.43E-03,6.99E-03,200,
1417,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,3,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year F,Crustacea,Cladocera,Zooplankton,Daphnia spp.,,Mean,N,24,21,1,,72000,3.46E+03,Original species length,Species,3.76E-01,Original genus length,Order,Fresh,1417,0.32,3.31E+00,1.45E+00,1.65E+01,1.24E-04,8.83E-05,1.76E-04,200,
1418,Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI,,2,Actinopterygii,Perciformes,Walleye,Sander vitreus,Young of the year F,Insecta,Diptera,Benthos,Chironomidae,Larva,Mean,N,24,21,1,,72000,3.46E+03,Original species length,Species,3.09E+00,Original family length,Family,Fresh,1418,0.45,3.25E+02,1.31E+02,7.09E+02,2.65E-05,1.41E-05,4.44E-05,200,
