"","Data.set","Source","Field.","Dim","Predator.subphylum..class","Predator.order","Predator","Predator.scientific.name","Predator.type","Prey.class","Prey.order","Prey","Prey.scientific.name","Prey.type","Data.type","Replaced.","Hours.starved","Temp..C..","Pred.per.arena","X2D.Arena.size..cm2...bottom.SA.","X3D.arena.size..cm3.","Predator.mass..mg.","Predator.mass.source.code","Predator.mass.regression.code","Prey.mass..mg.","Prey.mass.source.code","Prey.mass.regression.code","Water.type","Dataset.ID","R2..mean.or.only.","a","CI.a.low","CI.a.hi","h","CI.h.low","CI.h.hi","Num.bootstraps","Notes","mean.aspect.ratio"
"377",1753,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","European perch","Perca fluviatilis","Wild caught","Branchiopoda","Daphniidae","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,"2",NA,90000,12200,"Original species length","Species",0.99,"Average species mass","","Fresh",1753,0.29,14.4,5.94,57.9,6.43e-05,3.99e-05,8.85e-05,200,"0.02lux",1.397205
"378",1754,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","Ruffe","Gymnocephalus cernua","Wild caught","Branchiopoda","Daphniidae","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,"2",NA,90000,15000,"Original species length","Species",0.99,"Average species mass","","Fresh",1754,0.67,7.01,4.9,9.07,4.83e-05,3.68e-05,6.09e-05,200,"0.02lux",1.1475375
"379",1755,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","European perch","Perca fluviatilis","Wild caught","Branchiopoda","Daphniidae","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,"2",NA,90000,12200,"Original species length","Species",0.99,"Average species mass","","Fresh",1755,0.15,3.91,1.11,68.1,0.000248,7.94e-05,0.000408,200,"0lux",1.397205
"380",1756,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","Ruffe","Gymnocephalus cernua","Wild caught","Branchiopoda","Daphniidae","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,"2",NA,90000,15000,"Original species length","Species",0.99,"Average species mass","","Fresh",1756,0.19,11.5,5.78,48.2,0.00015,0.000114,0.000193,200,"0lux",1.1475375
"381",1757,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","European perch","Perca fluviatilis","Wild caught","Insecta","Chaoboridae","Phantom midge","Chaoborus obscuripes","Adult?","Mean","N",NA,18,"2",NA,90000,12200,"Original species length","Species",8.69,"Alternate species length","Order","Fresh",1757,0.43,82.3,49.7,154,1.18e-05,9.3e-06,1.54e-05,200,"10lux",1.397205
"382",1758,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","Ruffe","Gymnocephalus cernua","Wild caught","Insecta","Chaoboridae","Phantom midge","Chaoborus obscuripes","Adult?","Mean","N",NA,18,"2",NA,90000,15000,"Original species length","Species",8.69,"Alternate species length","Order","Fresh",1758,0.54,12.1,6.68,24.2,2.57e-05,9.48e-06,4.42e-05,200,"10lux",1.1475375
"383",1759,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","European perch","Perca fluviatilis","Wild caught","Insecta","Chaoboridae","Phantom midge","Chaoborus obscuripes","Adult?","Mean","N",NA,18,"2",NA,90000,12200,"Original species length","Species",8.69,"Alternate species length","Order","Fresh",1759,0.33,131,76.1,315,1.65e-05,1.4e-05,1.99e-05,200,"1lux",1.397205
"384",1760,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","Ruffe","Gymnocephalus cernua","Wild caught","Insecta","Chaoboridae","Phantom midge","Chaoborus obscuripes","Adult?","Mean","N",NA,18,"2",NA,90000,15000,"Original species length","Species",8.69,"Alternate species length","Order","Fresh",1760,0.48,15.2,8.66,32.1,4.19e-05,2.35e-05,6.15e-05,200,"1lux",1.1475375
"385",1761,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","European perch","Perca fluviatilis","Wild caught","Insecta","Chaoboridae","Phantom midge","Chaoborus obscuripes","Adult?","Mean","N",NA,18,"2",NA,90000,12200,"Original species length","Species",8.69,"Alternate species length","Order","Fresh",1761,0.37,36.6,23.8,65.7,6.6e-05,5.9e-05,7.46e-05,200,"0.02lux",1.397205
"386",1762,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","Ruffe","Gymnocephalus cernua","Wild caught","Insecta","Chaoboridae","Phantom midge","Chaoborus obscuripes","Adult?","Mean","N",NA,18,"2",NA,90000,15000,"Original species length","Species",8.69,"Alternate species length","Order","Fresh",1762,0.46,22.6,14,41.5,5.61e-05,4.58e-05,7.01e-05,200,"0.02lux",1.1475375
"387",1763,"Bergman 1988 J OF ANIMAL ECOLOGY","",3,"Actinopterygii","Perciformes","Ruffe","Gymnocephalus cernua","Wild caught","Insecta","Chaoboridae","Phantom midge","Chaoborus obscuripes","Adult?","Mean","N",NA,18,"2",NA,90000,15000,"Original species length","Species",8.69,"Alternate species length","Order","Fresh",1763,0.6,5.53,3.59,13.3,4.73e-05,2.36e-05,8.27e-05,200,"0lux",1.1475375
"388",1764,"Anderson et al 1978 J ANIM ECOL","",3,"Actinopterygii","Cypriniformes","Zebrafish","Danio rerio","Adult?","Crustacea","Cladocera","","Daphnia magna","Adult?","Mean","N",1,24.5,"",NA,400,291,"Alternate species length","Family",0.99,"Average species mass","","Fresh",1764,0.92,0.042,0.0338,0.0534,0.000257,0.000222,0.000292,200,"",1.24824
"389",1765,"Anderson et al 1978 J ANIM ECOL","",3,"Actinopterygii","Cypriniformes","Zebrafish","Danio rerio","Adult?","Crustacea","Cladocera","","Daphnia magna","Adult?","Mean","N",24,24.5,"",NA,400,291,"Alternate species length","Family",0.99,"Average species mass","","Fresh",1765,0.91,0.0423,0.0385,0.0461,0.000142,0.000131,0.000153,200,"",1.24824
"390",1766,"Gulbrandsen 1991 AQUACULTURE","",3,"Actinopterygii","Pleuronectiformes","Atlantic halibut","Hippoglossus hippoglossus","Larvae","Eurotatoria","Brachionidae","Rotifer","Brachionus plicatilis","Adult?","Mean","Y",NA,12,"50",NA,25000,1.77,"Alternate species length","Species",NA,"","","Marine",1766,0.07,3.84e-06,1.59e-06,9.98e-06,0.207,0.158,0.256,200,"Experiment 1",2.10855
"391",1767,"Gulbrandsen 1991 AQUACULTURE","",3,"Actinopterygii","Pleuronectiformes","Atlantic halibut","Hippoglossus hippoglossus","Larvae","Eurotatoria","Brachionidae","Rotifer","Brachionus plicatilis","Adult?","Mean","Y",NA,12,"50",NA,25000,1.77,"Alternate species length","Species",NA,"","","Marine",1767,0.13,1.17e-06,8.24e-07,1.93e-06,0.157,0.128,0.191,200,"Experiment 2",2.10855
"392",1768,"Gulbrandsen 1991 AQUACULTURE","",3,"Actinopterygii","Pleuronectiformes","Atlantic halibut","Hippoglossus hippoglossus","Larvae","Eurotatoria","Brachionidae","Rotifer","Brachionus plicatilis","Adult?","Mean","Y",NA,12,"50",NA,25000,1.77,"Alternate species length","Species",NA,"","","Marine",1768,0.1,2.13e-06,1.09e-06,4.9e-06,0.105,0.0796,0.133,200,"Experiment 3",2.10855
"393",1832,"Buckel and Stoner 2000 J EXP MAR BIO ECOL","",3,"Actinopterygii","Perciformes","Bluefish","Pomatomus saltatrix","Young of the year E","Actinopterygii","","Atlantic silverside, Striped bass","Menidia menidia, Morone saxatilis","Small","Mean","N",12,20.5,"1",NA,2492853.771,8140,"Original species length","Species",5220,"Original length","Species","Marine",1832,0.62,22.6,14.4,32.4,0.00419,4.89e-06,0.00801,200,"",2.390475
"394",1833,"Buckel and Stoner 2000 J EXP MAR BIO ECOL","",3,"Actinopterygii","Perciformes","Bluefish","Pomatomus saltatrix","Young of the year F","Actinopterygii","","Atlantic silverside, Striped bass","Menidia menidia, Morone saxatilis","Large","Mean","N",24,20.5,"1",NA,2492853.771,43800,"Original species length","Species",30200,"Original length","Species","Marine",1833,0.12,34,8.89,233,0.0309,0.0155,0.044,200,"",2.390475
"395",1834,"Buckel and Stoner 2000 J EXP MAR BIO ECOL","",3,"Actinopterygii","Perciformes","Bluefish","Pomatomus saltatrix","Young of the year G","Actinopterygii","Perciformes","Striped bass","Morone saxatilis","Juvenile C","Mean","N",24,20.5,"1",NA,2492853.771,21600,"Original species length","Species",957,"Original speices length","Species","Marine",1834,0.39,21.4,13.8,52.4,0.0257,0.0171,0.0392,200,"",2.390475
"396",1859,"Townsend and Risebrow 1982 OEC","",3,"Actinopterygii","Cypriniformes","Freshwater bream","Abramis brama","Underyearling","Crustacea","Cladocera","Daphnia","Daphnia magna","Adult?","Mean","N",24,25,"1",NA,1800,3540,"Original species length","Species ",2.2,"Average species mass","","Fresh",1859,0.07,2.24,0.553,25.7,0.000251,0.00014,0.000354,200,"Light = 1.25 Lux",1.7346225
"397",1860,"Koski and Johnson 2002","",3,"Actinopterygii","Salmoniformes","Sockeye salmon","Oncorhynchus nerka","Fingerling, 2m old","Crustacea","Cladocera","Daphnia","Daphnia spp.","","Raw data","Y",19.7,19,"1",NA,35000,3000,"Original species mass","",NA,"","","Fresh",1860,0.6,87.3,75.2,99.4,NA,NA,NA,1,"30 Lux",2.50685333333333
"398",1895,"Wasserman et al 2016 FUNCTIONAL ECOLOGY","",3,"Actinopterygii","Perciformes","Bluegill, Southern mouthbrooder","Lepomis macrochirus, Pseudocrenilabrus philander","Wild caught","Actinopterygii","Cichlidae","Mozambique tilapia","Oreochromis mossambicus","","Mean","N",2,18,"1",NA,26000,NA,"","",28.8,"Original species length","Species","Fresh",1895,0.85,0.43,0.372,0.5,0.00213,0.00181,0.00254,200,"",NA
"399",1896,"Wasserman et al 2016 FUNCTIONAL ECOLOGY","",3,"Actinopterygii","Perciformes","Bluegill, Banded tilapia","Lepomis macrochirus,  Tilapia sparrmanii","Wild caught","Actinopterygii","Cichlidae","Mozambique tilapia","Oreochromis mossambicus","","Mean","N",2,18,"1",NA,26000,NA,"","",28.8,"Original species length","Species","Fresh",1896,0.7,0.358,0.291,0.41,0.00483,0.00423,0.00558,200,"",NA
"400",1897,"Wasserman et al 2016 FUNCTIONAL ECOLOGY","",3,"Actinopterygii","Perciformes","Southern mouthbrooder, Banded tilapia"," Pseudocrenilabrus philander, Tilapia sparrmanii","Wild caught","Actinopterygii","Cichlidae","Mozambique tilapia","Oreochromis mossambicus","","Mean","N",2,18,"1",NA,26000,NA,"","",28.8,"Original species length","Species","Fresh",1897,0.73,0.591,0.515,0.689,0.00494,0.00441,0.00545,200,"",NA
